Address,ETH,ARB,Network
0x184B59e0b80e0d4aB9d689b242E1357D941c9B32,0,120172555992335024128,42161
0x2cD9e6e76725739208F5Cc7b4B2d7629BF006c0d,0,119606763076112465920,42161
0xf96F969b2F11dC5AeA3b0BcD8E6FDa4972fd8D7A,0,119163492217452150784,42161
0x2bA117929C3c53ac7C38AD870321573c740Cf139,0,118009161775405334528,42161
0x4886426a04Ec6F0e22278a298B5b25cD4Df03676,0,115792309424959291392,42161
0x5B63D628f307042BF9F28aB5C867f89ee231Ef58,0,115703157196082675712,42161
0x80B5DA500B832aE5Fca7514079375cc70ddBD20e,0,113762394522772291584,42161
0x825F15D846ea87af7f6906E850fC9e32DB375BdC,0,112871204272102440960,42161
0xc0819E1e01204BCB9CB5a0a3Be826afedAd6EDEf,0,111624235201167081472,42161
0xb9136F75e4F0eFAb9869c6C1d4659E3a585E9091,0,111302324266731749376,42161
0x297946c26171008BA8c0e5642814b5Fe6b842Ab7,0,111183786666325966848,42161
0x45C1FaB28aD1393BDf34Bf27f50D0Cf70f09b271,0,110682243121751916544,42161
0x4a8B9E2C2940fdd39aceb384654dc59aCB58C337,0,108662621400552488960,42161
0x01847FEaF8939D47B3BfE190FC7584DdaB919465,0,107633967377983520768,42161
0xc4266Db4A83165Bf1284b564853BFB4DE553C3E1,0,106728831527265943552,42161
0x5BDb37d0Ddea3A90F233c7B7F6b9394B6b2eef34,0,104062897651473072128,42161
0xd14055388812a441bc880003743C6c21eA257F74,0,103779171098120847360,42161
0x6e02dCa9307FC63f76b9867a2A529d732730EA5F,0,101862315167749439488,42161
0xE3939654Deae5f54fD3e6B84b3A7F75f245062d8,0,101015950060090195968,42161
0x37A6156e4a6E8B60b2415AF040546cF5e91699bd,0,100031457104339058688,42161
0x9699c6cc576a56564bCEc456431004A12D92b943,0,99534064035969679360,42161
0x044A32Ed6937d4342375F230054EB1A4D69cC2AD,0,99073361177249726464,42161
0x17cCdDa3914aB73f480FEEa2eCA6381C2cE6D4b9,0,98768550204777693184,42161
0x87f4bf6A4728bF8086d47Afa6F67224521DCD131,0,98582110813663264768,42161
0x8703BDb1b413060a13c2f4712A30ADC86B34f7Ce,0,97307914618825179136,42161
0xbD31D9B1E31Cc53fDA613B236D5F7eB24D6805aF,0,95966978766615740416,42161
0xc8F785a090AeB400CA34DB38d3447EE744e70E82,0,94968042153672310784,42161
0x880B221f4310e651D53A78FBE38c645a01Ae9e9F,0,94542037276023504896,42161
0x3070f20f86fDa706Ac380F5060D256028a46eC29,0,94528921771216699392,42161
0xf958Bb5671f792A15ffd4f0cDb08CD0baF4850BC,0,94280557275128381440,42161
0x4bD120e887Cc82285AFF8408DC208eD32B132Bb3,0,93434856243661897728,42161
0x10F9ec8E7967Ba8c391830374Ad6eE51De6c3ca3,0,93070278413842415616,42161
0x99eb33756a2eAa32f5964A747722c4b59e6aF351,0,92481076811825414144,42161
0x3c7d43de93Eb6598172f20Feb8ecFE8DEc70FE41,0,91818494790509625344,42161
0x7a22E7a4d912231f9c0FB6760c59Ab560188360b,0,91496583856074293248,42161
0x2938ededC72523c75B893123Fdad39988998a8Ac,0,88545761293591887872,42161
0x242Cef6aD93979A54A275636EAB111c97003f805,0,88153624301773307904,42161
0x806b885aCb0494925c68C279C2A1D3C03ed67FC6,0,87765139729014849536,42161
0x20Ec8fE549CD5978bcCC184EfAeE20027eD0c154,0,86975885173932081152,42161
0x31421C442c422BD16aef6ae44D3b11F404eeaBd9,0,86039371723107106816,42161
0x84ADB7653B176A5cEeBCe0b927f83F0D3eFD89c7,0,86039371723107106816,42161
0x546560eFB65988D2c94E37b59CA11629C8584f91,0,86039371723107106816,42161
0x3f1f7DF41CcE79f4840067106184079236784ad2,0,86039371723107106816,42161
0x4e33D9523AB9CC36cDf923dEe0E8a7d11308595b,0,86039371723107106816,42161
0xeEEC0e4927704ab3BBE5df7F4EfFa818b43665a3,0,85397874120911077376,42161
0xd7f6F541D4210550ca56f7b4C4A549EFD4CAFb49,0,84339004631571988480,42161
0xDF632eA5Ba8283488aAe8538e17a2F802243A61A,0,82758005235683606528,42161
0x28C01B64F2492D82fd58FEECF8c71603c769BB4A,0,81507051707591737344,42161
0x81dE497086163bC8a950c72c6677Af40b6bfC19c,0,81356140392789442560,42161
0xE59ca38ffa335c3983D8C9221f225845B5D93671,0,80335455284533444608,42161
0x8D4793BC580fD60961737DFa3Ff64869Ec1C4B22,0,80318355322570145792,42161
0x28a98f260D1096290a54B45e3a15E53a5b39aCC2,0,79991297797641011200,42161
0xFB7c1D49e006eaDdff2385c7eF8B0C5Cf49d038A,0,78980573832276279296,42161
0xAf9657e57e6B876Dee2fb3f51cC05b5f1B852376,0,76878606663175913472,42161
0xf6Bed2bb9aB681b0B736f347351FAca63231e84D,0,76382707766240231424,42161
0xD56fEcDd1029c9a8d1D181d3Bc5B1D71b65fc526,0,75561079496760918016,42161
0xd56e9F604ba364d5Df09730afcF946845ACe6683,0,74966731304250114048,42161
0xa61301A5199671aB6C5d2E21c718fdDBDAB778E3,0,74788758884593238016,42161
0xb9e2B60a9a8bB2442d397f313932A7dE8cB475ad,0,74399776254690230272,42161
0x42D2184dac8580e6224b361A36CA3a917F7EA67b,0,73788162081167933440,42161
0x661F3573806009037796537E7e0825E242c5C8ED,0,73788162081167933440,42161
0x78d58Cc37cDAaBFde72c9a45B57Acbc3aBc3D7C9,0,73788162081167933440,42161
0x193F0Ee42a199A0CECD479a9F09BA293eB1CA357,0,73788162081167933440,42161
0x38148eCC2078dA7f65E6233DDA28eFaf4C51E96F,0,73788162081167933440,42161
0x5A825C64df9DEe1E35Fe9041CA8D69509414C4a7,0,73289772898509438976,42161
0xBa718efb68ea96b32678c88019768a449cBc9548,0,72818278801657307136,42161
0x5865CAC322b2a51Fb727Df1Ab5beB5E19b8Ad01B,0,72560451219822305280,42161
0x84550e3B791B446C99812dC8266DB26Ac7d6cc06,0,72081652284849922048,42161
0x2e1C62353efb3743729E1aF6c234b32cC4EfAF85,0,71209056167577067520,42161
0x8eB354f1CBb0AB7ef0D038883b4c1065e008453F,0,70550790641514127360,42161
0x74e2f04DEF059397d4a3382Fd4a85dF062D75bF4,0,70006746220604104704,42161
0xc887fAdC6baAa8cD234d9104A65b37265522b024,0,69981843363375988736,42161
0xFF0B6Ffc4507812f5380062d91a79E464508BdE1,0,69928551248907845632,42161
0xFeB620b14A9C3683CEcB9097802AF9c32e51C701,0,69598339362063163392,42161
0x0C5a2C72C009252f0E7312f5a1Ab87de02be6FBE,0,69245050827520417792,42161
0x2a03278590cd1962De28F9AbC855CF3774fe3eb6,0,68508258291664846848,42161
0x353617351eb998f1361e7eA1731e5b0bb976d05d,0,66362296074794844160,42161
0x5CD8C821C080b7340df6969252a979Ed416a4e3F,0,65966008606771585024,42161
0x55786559592715Aa178524aAcd5c2c04dE41C762,0,65174263765965987840,42161
0xF2BaE9FcD8E3443E647007A035C99A2766C06a28,0,64263815305706430464,42161
0xc12A9F690AFf7134F9D7EbE9265E78aFf6Ae8AAd,0,63786676561215905792,42161
0xFdCA78134C7Ee4bC24DF00691bB1f34E494a04f0,0,63597414846282301440,42161
0x4DbE965AbCb9eBc4c6E9d95aEb631e5B58E70d5b,0,63245952521269633024,42161
0x7c363e4650ca88e4676f1ce2aC6F2Dd50C102198,0,62971855072712269824,42161
0xaB1580ee6c593d1ae69c8E80592160bCDb9F6c97,0,62665881966902935552,42161
0x87fC1313880d579039aC48dB8B25428ed5F33C4a,0,62452381470933975040,42161
0xAb30f11201d6D53215729D45DC05a0966C237922,0,62253988708350066688,42161
0xab6479F5F8CB28E2CAee18f4aBfF3748fc6Bf8E0,0,61798764478220279808,42161
0x888E299a278C55B1D31C7C66566c85aF8A8c0b1e,0,61490135067639955456,42161
0x31F0b3c4e84F111dd5EB76eADEcEb236D191bCe4,0,61490135067639955456,42161
0x51CEe983F15e84C95092c1712b933cFBf286B945,0,61480007905700519936,42161
0x6977e753e022F65eBEb170d8267b2EA54a431523,0,60698556245882535936,42161
0xA527C7Eb8E119D6eF46975A2607C495748DA7A85,0,60182569044116185088,42161
0x17Fe4ED21e35B5ad800179b0c20447cA3F5280Db,0,60108358529576419328,42161
0xaC9e6fA8Ad5214F365E99eE96227598eA1E4B20c,0,58001078750934081536,42161
0x9aF906c01f75154dd3402dfa441C7a4251C3201F,0,57964056503188291584,42161
0x3E2D76633e9Eed1e468d56d361A158C843Da8820,0,57367550063051055104,42161
0x4A2Ff57467dB1290cF32Cf106C96987d5f4ECA1a,0,57107066176445063168,42161
0xCC681FCAC73A986FB05C08aFC09cEAc973A2Fd63,0,55743717752730337280,42161
0xda248cC10b477C1144219183EC87b0621DAC37b3,0,55713668305008427008,42161
0x237ec64cC27196F6a4C16AbdBb558B4C518400C2,0,55347098246610714624,42161
0x2cE5983460ADd44281d2d1A936f4e84C73B47324,0,55345770094225203200,42161
0x80e8D031a3Bbd4EB04Cd19fd02cF4038344a42C5,0,55341121560875958272,42161
0xC7c0Ed2f2d6b140D0BaBFcC006Ff73652F11EC78,0,55341121560875958272,42161
0x3dD48AD861F0B77D1312F9C95A13e52871Ca95e0,0,55341121560875958272,42161
0x42087c28f296d3b2Dab56E3F5d1ACA1388F2Be5B,0,55341121560875958272,42161
0x049397BD8325E0089DECF676EB42C134Ea65bB90,0,55341121560875958272,42161
0x75A35F615Cb1bc590E83fbBBc1fe10AA7b58FdC1,0,55341121560875958272,42161
0xe9017c8De5040968D9752A18d805cD2A983E558c,0,55341121560875958272,42161
0x225D7280ecdB9F1F993bfF2F887228974c72093A,0,55341121560875958272,42161
0x3616045E6D2B5F0F9412a3E69501c5b0369dC550,0,55341121560875958272,42161
0xe066FE84075fcaB0359498EE2fD29C18a8da8FEF,0,55341121560875958272,42161
0x166603c90030f0838F682496cED62793D9437521,0,55341121560875958272,42161
0x49739691fB5f3992b3f2536f309D955558e75933,0,55341121560875958272,42161
0x01299D506F8Bbb51EB94f6912C96A0C61cE9d1C1,0,55341121560875958272,42161
0x7476D1e9659a49B92C3f65F0A6De00a18fc3D6fA,0,55341121560875958272,42161
0x4A2B2eDdDBb8264D009D2931FA96350A911EE69c,0,55341121560875958272,42161
0x7De27209440CAC3707AC0114337ffb2E0b87B4eE,0,55341121560875958272,42161
0xC43Ea5617a6b38b7560eDfB0474031a661d86BEC,0,55341121560875958272,42161
0x0000000484f2217f1A64Eb6d24b5CEe446FaEAe5,0,55341121560875958272,42161
0x6E595A541EEB97290Ae4bF4c15fa011Ca5871f74,0,55341121560875958272,42161
0x7179a13430cd4bd9Dd95D29A13a527CE60805bB0,0,55341121560875958272,42161
0x81Ab33AE5a0768aE73C0c35Def8444b0044bDf5A,0,55341121560875958272,42161
0xAA1C73B88867DD5Ae89813f2d1b4F715D7D9A134,0,55341121560875958272,42161
0xD1ddC0F727935F376Ba6f9F51B1e0Fb481c25FB1,0,55341121560875958272,42161
0x1411df065Df3BeDb53Fc6c0038572cD5818bEF9D,0,55233375198602354688,42161
0x83b1a48376E045D26420200345414e6b93066396,0,55207310208036921344,42161
0xA60D8583Ce836c260D70F987D1dD00DbFBCD3631,0,54270464719115575296,42161
0x234D1F81f8c88D306AC5F7a67b0066A5214B35d5,0,53948719803728445440,42161
0x15977e15d7b24C76f94D2902970e0F0EEDd78618,0,53709818393386803200,42161
0x2f1dc2fce4d35d2975f690ceC55A57B85a384CE0,0,53661174812267913216,42161
0x65C99B870B52f2A2EbaBcd6A5Ee0AA54045c011C,0,52881549361979990016,42161
0xD0e49DE96bEeFB0ceddDF45460e48b465a3eDfE5,0,52502859913064595456,42161
0xeD2FB6BdCFb0831A508D4D18376951AE6762190b,0,52130645207028506624,42161
0x5e2517Adf43B706701A481D67d4C4F497947B615,0,51462916595218882560,42161
0x2d1EF4aCf4cae6a38950971AaAA15f88D9b3f165,0,51097342651110260736,42161
0x34C1C3405cd216C10dA49308FbacDb230CB2A824,0,51002213736498905088,42161
0xb59888b098F12df626Ffd3162b394f45b1e04D48,0,50416664553542041600,42161
0x00B591BC2b682a0B30dd72Bac9406BfA13e5d3cd,0,49918607408979918848,42161
0xC54570b8EB8138aCE95132b944b7b6Bb391976Dc,0,49381369769045565440,42161
0x3c1DE84dE1Cc0Fc37e7aAEf3f2b81A1c731b6fF9,0,49192108054111961088,42161
0x6172EeA0b05cD39414968D204F4d6D44984b67d0,0,48867374795857453056,42161
0x14D6Da956a687B9E95b2Cf450B58D0Ce895073Fe,0,48586138528228040704,42161
0xa1cf844C5eD48F5Aad24C03E0925E4581f36b12f,0,48584644356794359808,42161
0x17E5a662B373673475C51b6DB9d79Bd291dcE573,0,48509105689869099008,42161
0x51A125F89CBE0bFBFD62FeE8a750AAeC8fabC441,0,48472249461171511296,42161
0x9303f5fc1A80d06F74da321248Fc1cFd089b4727,0,48001917497656664064,42161
0x2839da03cE71177515ecD7F40e6E847dd497179C,0,47856816849540898816,42161
0x0D339FBE4e9a5330670c1A78A23ADb35DeB7597C,0,47758367553965793280,42161
0x36f26E2E5BED062968c17FC770863FD740713205,0,47660084277438865408,42161
0x823f1117842a0C09EC80506d0f3B718c5212CD28,0,46949024694052339712,42161
0x3B68c3900C56a50e64809CF549fc3f3A3723a4EC,0,46772214407732789248,42161
0x05e09d942505764bca4475ABf8efdBc21D1c535B,0,46679077721699663872,42161
0x1E5139c78050D014f05968Dc5c0755dAe958481B,0,46524680006885408768,42161
0xC93965654567D72a59fbe86fb6f125678AbB2f8C,0,46424238482732040192,42161
0x70861B72b0118B7C19f24e2c0dE7db14464C6b37,0,46333260044325363712,42161
0x4A40Eb870DcF533D4dC097c3d87aaFE9f64490A1,0,46265690291713097728,42161
0xA9Ad698e09E636d74016B8b998DF69AA883190dC,0,45185736383254233088,42161
0xC17Cbb210b2DD44Bb07d55212c6De6961404EC94,0,44646340495693447168,42161
0xCD45B0Dd22CeAd98973b79E8767fE4ef371cD7eb,0,44537432000082526208,42161
0x4F6F2C9B043fd246E4caE95A5463C9d9FF1bEF05,0,44317622780282445824,42161
0x726CDC837384a7Deb8bbea64beba2E7b4d7346c0,0,44061455388929327104,42161
0xA87d649C379e350C84c725442afA93c6F2010b1E,0,44046679693640646656,42161
0x4A4F0bF61A08E379d23031F6f7fF8271Eb7cCEE3,0,43518573101356613632,42161
0x683b067b7359eBCB3661336f1d72cD9D5798f524,0,42736457365345886208,42161
0x7D02e5A16Ba38d61ac5ECa5C6536f23d09e3ADd0,0,42603642126795980800,42161
0x1A43B9b53dcee806771891f84b93758Dc4a59Ca9,0,42502702545498054656,42161
0xF74Aca544a1f46D79E281ED7a3654680880F52C1,0,42468668640619651072,42161
0x9Cd9fDD9e479d67b73ABE80a36c2784a4F7b6f66,0,42270275878035726336,42161
0xEA017EcF13732146237E3DDf5d234E4C178179DF,0,41757609057233117184,42161
0xDd4C59d3289E09A7FD74623E6A6C4af7AfA67032,0,41552907570818088960,42161
0x49DAb3B6fd70cbDECe09a09F364d22393CA7b258,0,40443402271781855232,42161
0x792d8cDE8624Fd02185328B426a0b9E9b8A1A25F,0,39951155793906286592,42161
0xC56E12Fd9435bbEDD79E03429CfE798271aa4b5E,0,39929739336690122752,42161
0x19Cd713c3ea67285a8BBc378Fda9769106597392,0,39348838687082504192,42161
0xfA2E50C5B91DBF725e540fff0Db81a37610f115c,0,39208220553267789824,42161
0x856b63349fB6c818ea7cD7305483Ae0EF6956f6c,0,38959025961938542592,42161
0x53d10c2792343966911c849Bc2E80e5938E9069a,0,38838330113906311168,42161
0x66Db2ee425baA42392d3626D35BCe1B6F293f3c8,0,38553773465313157120,42161
0x527D8C5f9F7e0E29675Cd1b9AF9abDEA0EE0f455,0,38440880512545742848,42161
0xb054675aDD7062E2a708bA7C211fb0eC1F56B8fA,0,38145200587724038144,42161
0xcDD6ec239116C84B87916dCEef93D92ae0b64c1F,0,37880068167768793088,42161
0xb4522eB2cA49963De9c3dC69023cBe6D53489C98,0,37739284014905892864,42161
0x560feFC8f45b8d43f86F79F718dd0364d42037BD,0,37335691708762382336,42161
0x2Ef86c90B2752B2582a58bF0a20b1027A02c8f11,0,37132650412829237248,42161
0x7Eb53Bf1180dAB1624E363AAEFb7f9799bAAcf52,0,37103099022251876352,42161
0xD610086899bBE55f08F4590B2197aeD9966e8C73,0,36983233269460582400,42161
0xb4b4aebf8e6F1A46c331706ad544188E4975f6bb,0,36895741231065841664,42161
0x02108bB399fe187b5efa1174A94c9a5944f9D7B9,0,36894081040583966720,42161
0x7Ed9dC4698e7517031290712A0C542996DDD6e40,0,36894081040583966720,42161
0x0Ab7BC1922d2d9807f5D59AA6e155Dcde8fc1F6e,0,36894081040583966720,42161
0x40e71cD6009194225FFd6F30a94210113f733777,0,36894081040583966720,42161
0xC255E0a1Be0A4B7B8Bf5EBE8d0Aba162CF75bae2,0,36894081040583966720,42161
0xeC9b106e925ccBF65d1CDE7232154f3788fdaC4C,0,36894081040583966720,42161
0xf847E9d51989033b691b8BE943F8E9E268F99B9E,0,36894081040583966720,42161
0x562a01Eb1c18e167D3B26504bFa08Edb68c5681a,0,36894081040583966720,42161
0xbA55BDbF959DF826dA6c35487eB15FaD2164662d,0,36894081040583966720,42161
0x477c8ece9393713D258169Aa50cDaF27E422214d,0,36894081040583966720,42161
0xFe4841A4615b8132E6E116A033cA39333c63d121,0,36894081040583966720,42161
0x785EAF018c3E9Ac5D38D7781929DaabD3976e81f,0,36894081040583966720,42161
0x86AABcD459587bC1A347aE1E2d15223856354EC9,0,36894081040583966720,42161
0x59D6779Eca6c91eD7679E261b54299b5155EAdF0,0,36894081040583966720,42161
0x929cf8d3D25784813D8E04a34cDF181e1800010C,0,36894081040583966720,42161
0x264571c538137922c6e8aF4927C3D3F681399E50,0,36894081040583966720,42161
0xA2fE914d593F4220b4d5D4D9d80fdc37A1E77101,0,36894081040583966720,42161
0x87c34F6B5E88189c6Eb8B7559BE4bAF51A0d595d,0,36894081040583966720,42161
0x0e2Ae98b93a865719458c2aC86F5591E4adDAD86,0,36894081040583966720,42161
0x549C0421c69Be943A2A60e76B19b4A801682cBD3,0,36894081040583966720,42161
0x503B3F76bEd8DbA9A028690d3BB3d7aC0d478F9F,0,36894081040583966720,42161
0x74715a4A110E82c376d5C96EfEfCf23A6d1e7be1,0,36894081040583966720,42161
0x20Ba162A8BD7f7dB3967f142d426565296a1A873,0,36894081040583966720,42161
0x34BdaB3042Cfd0614658B2E1da368F8Ca484929A,0,36894081040583966720,42161
0xe587A3dDB0773c292F70d3c75f3A1B72370D9077,0,36894081040583966720,42161
0x273E9C8198378640F5f007379034b5fa201eF119,0,36894081040583966720,42161
0x5082f9Fd72d74BAD1Fa59DfC3e1a2980A5519eAC,0,36894081040583966720,42161
0x9f82226AAe1f6900047DA20c30dc836587157E03,0,36894081040583966720,42161
0xdE192B7E66920D881Bd94d0BE6840fD39E5FB744,0,36894081040583966720,42161
0xa35709FfA7D247CD5F36466b632b66d909d81beB,0,36894081040583966720,42161
0x05C446f4D6C3fB71F2f2949c92e0A5Ee6E59853e,0,36894081040583966720,42161
0xBBDE1E05d96c5C4F7e377D5EaEd21Cac08A92945,0,36894081040583966720,42161
0xBD1f7d88C76A86C60d41bDDD4819fAe404e7151E,0,36894081040583966720,42161
0xb90781Ceb500f80A9c101225eD5451449a3Aa5bc,0,36894081040583966720,42161
0x29F731573b3acBd22A7C6023d9e3CC8EC758de42,0,36894081040583966720,42161
0x01485557C2BC6E26c7187ff4cC38d5d9474405D4,0,36894081040583966720,42161
0xf5b8537C526Df134639cB3C11f2b4A0Ca07827bB,0,36894081040583966720,42161
0x6343249aF8ECFD6b3Fd903b338504166a22005F9,0,36894081040583966720,42161
0x8f43dE6EE8644C43D46254c919E5B00BcbdaA7B4,0,36894081040583966720,42161
0xefaA5fE183b7CBe2772fE4AC88831b7Aa6C37422,0,36894081040583966720,42161
0x72fF5f275247b5dba797AA7B9A56Fd534ac5263a,0,36894081040583966720,42161
0xa70AEb6F4B116ec5478a1204EA7a6CA4e50E2997,0,36894081040583966720,42161
0x49525c292f006396aA78D3441Ee73ee992ef3183,0,36894081040583966720,42161
0xaE139be36A9AaF91af8F719740cE3a2F7102E66e,0,36894081040583966720,42161
0x0e4B02eB5e8c4ddA7dE7E7555576BA672A98195C,0,36894081040583966720,42161
0x97468f2F722dCD25843BD271603a1d2EB8520BF1,0,36894081040583966720,42161
0xB1f72d694711FcE55C62eA97BD3739Ff11ceF986,0,36894081040583966720,42161
0x8Ae20FaBeB608Fd307Fc1eA15A294340a547d501,0,36894081040583966720,42161
0x02d4D9dd2A3D1565bf87264A92E7C48B8006936E,0,36894081040583966720,42161
0xEA611e681B294C2e2137Ef14B782a9E80CC6a44f,0,36894081040583966720,42161
0x01C9F4268beB4c049AC81e0A1D8E6970078601b1,0,36894081040583966720,42161
0x8BD431fFf72b55231d562482e7661997a16E0A3b,0,36894081040583966720,42161
0x80Ad7547D879AB0481Eda439BF0514e02B0Cc2b9,0,36894081040583966720,42161
0xACc0E80e3CCcede7D2948Ab542700BB9499d2623,0,36894081040583966720,42161
0xfA9dBab87Da24FA3716c084CC8F9cc4F5E573849,0,36894081040583966720,42161
0x583C77C6343e207A8b4354d3681338A5018B668D,0,36894081040583966720,42161
0x531a50b437725CA67A8AeE30065370453Db09334,0,36894081040583966720,42161
0x43BefC4D62bB6Cf213A2E9E0236211266Fd15d66,0,36894081040583966720,42161
0x354bC27b4BF791cCD572fC4c2e80f335DE8dfB58,0,36894081040583966720,42161
0x92B3346317eEaFba459Be28C7fFe38703DcA45d8,0,36894081040583966720,42161
0xF5BCe02E24313618ed2e8318dEE2b86BF53cd53C,0,36894081040583966720,42161
0x747549cabb4C29c450c274F5e08502019A6B1b1C,0,36829499630839087104,42161
0xAe81762fA6b0CEA64520B3A746a5d2b418792A81,0,36700004773252935680,42161
0x01AB07010c2F4bf5971537669Cc19d5D8Cf320A0,0,36324801724349460480,42161
0xCA278cB118eb29F97BA640eBF5D0E9e405c4f849,0,36210414600148361216,42161
0xBeB45fed41fd1A1d687420f6b992b8054c431954,0,35230072120601903104,42161
0x44db0002349036164dD46A04327201Eb7698A53e,0,35074346253402152960,42161
0x2da11c50FFaa4D939f9BDc9A47D6B54394087319,0,34747122709424832512,42161
0x79f08F2e75A8C99428DE4A2e6456c07C99E55da5,0,34711096575968178176,42161
0x6a1Fd5A98d377369e6deb7dfF113191E962245CB,0,34678722861571637248,42161
0xa60DD9d42fdD43E91Da63BD261997E14F21C69Fd,0,34618789985175994368,42161
0xc5dD6aD73a7C2F4b5e87Bb19f8ae5228d7b026a3,0,34558857108780359680,42161
0x643430283B19fA5BD70A1138B495c2B43523CDd5,0,34411598213038149632,42161
0x95A40112C37d79f6833935ec780495d5D3e23178,0,34357642022377254912,42161
0x3E7929ac8E700f04bf0e2aeD1C5A19fA3EF2017F,0,34265667469681446912,42161
0xf7476Db5B717aC661C027e684456115ab1e728C3,0,33919185716114399232,42161
0xE1780B206CD1Dfa983bc82405B15ca58CaF1B9c9,0,33875024649296556032,42161
0x189c19d185d24046deFF18544350ddD53bFD7fdA,0,33761135582240018432,42161
0x8BBae6de836155f1FF5b6BC5026BCF0D6927E5b1,0,33691905639145885696,42161
0x9c7d894a29F97636B66DEA646A1AE2F9c83a2830,0,33481725524140666880,42161
0x3A8315E25378CE9fC0d3279B26ec0576de52C0Ff,0,33362191809445761024,42161
0xf032F533a8814741345215A0710B0364953387A5,0,33222403770871980032,42161
0x21a555839A4e8B9AC20430235804b4A4EF6a3587,0,33148691313476788224,42161
0x412B5b8f5881d2d21b8536d2D8E95949672B5293,0,33102704037128892416,42161
0x8Cf316B4FEeD10eF10B03f70687050B8BAc3ABe4,0,32673212759468146688,42161
0x2edB26FE2eE760412aC7c239bC85D044343Fc9f8,0,32409408491898413056,42161
0xBfdcf5eaEC3145704ecAD91e2b868477E762c80b,0,32244883615144714240,42161
0x6AA6316c1A1D78A14899F45D39A45c5FD92Be9A3,0,32021255957236330496,42161
0xd3801D997Fd3A59d20aa0D0B3c10Df060e07ED31,0,32000171538116530176,42161
0x6712B7F12D9D335A15b0CddeeE7A061ee522bDa0,0,31624968489213059072,42161
0xC5b41fB105883bCd59cEef072B5b6BdbC5df31dA,0,31560885136612741120,42161
0xb481465614689230cd0863f8d9A9ac9439DFe79A,0,31544781288938561536,42161
0x5CA23512120E636F134B010E0B9A8C148d8ED2Ea,0,31272842088007634944,42161
0x8075df8A555048bFF338b04e7aF5De5Ee9565F73,0,31141188982795051008,42161
0x736DdE3E0F5c588dDC53ad7f0F65667C0Cca2801,0,31128405516084625408,42161
0xFAb738889b445D589f85727C05fCb16C935B19BE,0,31018002849040019456,42161
0xF57D86F6bFcc76AA2C7f62616B2436C60Ad397e2,0,30871906086635134976,42161
0x7805053eCb7a2124BD9605Fa4089795D972C021E,0,30859620677069266944,42161
0x1ec7AEA71aa6B45Fe98b8e424F99A5E9a442Ec18,0,30683640485990645760,42161
0xD2B982365b3289E55F12fF636F29B538AfC05Ed6,0,30337490770519965696,42161
0xBce3ab6542B99D3f1DE61c1DF9D5219284be8A8b,0,30150553322260983808,42161
0x70bE8010b63CE50CF29450aEC2c9881838234651,0,30095268979214589952,42161
0xDf974a90066431982B89c213F0e742b71768C847,0,30044633169517441024,42161
0x0d4DDeA3849C54E16C85cB4354943dC876e05552,0,29904845130943676416,42161
0x4BF1AE0b233e0FdC1F99173E4D917C86AfeA215B,0,29636226310976499712,42161
0xfCFa8f54b3554c6Cf1c76b5c6D98564D0a285289,0,29515198424847904768,42161
0x2d8Ffc88e492323d5D7bD90f04Cd8D79CfE0B308,0,29336561928998289408,42161
0xe5D77be025Ca706a7267BB3257428bB3c97F8542,0,29208395223797633024,42161
0xC693B4FFB338579467a541b2bF267B1955870920,0,29130864328294125568,42161
0x396b91734d8B62969b75eDe7AAaB0E649ff156b1,0,29129038118764064768,42161
0x3881871C3621e9a8BB9F5c046A2c944c24229874,0,28681118726754533376,42161
0x915C4580dFFD112db25a6cf06c76cDd9009637b7,0,28359041773271023616,42161
0xC6387E937Bcef8De3334f80EDC623275d42457ff,0,28326003982681735168,42161
0x16Ed0fe6952DAB8Bb1f1c1dD132A24d15b094419,0,28265074991996960768,42161
0xa362a6B387A80180286ef40d8e6eC6Ca2657A9fa,0,27983672705319366656,42161
0x468Fd68b81475Ac46D00f491bFA52ef8AAa17e97,0,27944160171850776576,42161
0x1561b90927967f28df09bc81dd4626fE8bDEF7a2,0,27829108971456921600,42161
0x3828582c34b97FcfBeEa15a09Fc29ee7cD3D80a0,0,27797565352301322240,42161
0x6b0Dd57F438962f78966f527dcC2750cFa619e30,0,27741948971158548480,42161
0x2d1bdC590Cb736097Bc5577c8974e28dc48F5ECc,0,27590207561115291648,42161
0xB76Cb23B716384ea0B848273f01f33a0ECaf2272,0,27531934875201523712,42161
0x9A44394ffd96a78d0B5c5b2f5DCFF6052C70176d,0,27367576017496023040,42161
0x7a38B009F9e176F07978C2E75bab2A5b657cA37a,0,27225297693199437824,42161
0x924d48e67c220a0c5B361646c4353aC2062BC3e5,0,27183128854959849472,42161
0xD79E338667aEB42fB8F71c03b815d06BB8DA968d,0,26976269120918376448,42161
0x4F942119E6Ab0a6e4368e795d1d64291a3Ff0dA4,0,26819547139429494784,42161
0xb742f07Fa4b77e8591aE61e2A234592411a5469F,0,26742016243925991424,42161
0x9fc1ca176d6DDeA94C4b9bFE8af6d28f5795b305,0,26701175558071902208,42161
0x14730014EeA880F2D52aC0b67442c485242D9B9c,0,26630451443544072192,42161
0x1b12399bC51c22Bae041Ea6B425440AAE1AE4f40,0,26401013118949122048,42161
0x2153F9042925f9f616eE0230bD0F75416D058Dd0,0,26379596661732954112,42161
